Devices
2000
,,pelvis - accel,,,pelvis - gyro,,,pelvis - mag,,,pelvis - Global Angle,,,pelvis - HighG,,,tibia - accel,,,tibia - gyro,,,tibia - mag,,,tibia - Global Angle,,,tibia - HighG,,,
Frame,Sub Frame,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
,,mm/s²,mm/s²,mm/s²,deg/s,deg/s,deg/s,T,T,T,deg,deg,deg,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,deg/s,deg/s,deg/s,T,T,T,deg,deg,deg,mm/s²,mm/s²,mm/s²
142,14,9653.47,-1860.07,-171.142,1.02477,0.716739,-0.458297,2.01825e-05,-2.07825e-05,-1.57724e-05,0,0,0,0,0,0,9161.75,-1045.2,3562.24,-0.648895,0.342007,-0.263542,0,0,0,0,0,0,0,0,0
142,15,9662.11,-1872.77,-151.69,1.00083,0.749386,-0.533267,2.01739e-05,-2.07739e-05,-1.56603e-05,0,0,0,0,0,0,9160.12,-1053.81,3573.14,-0.540386,0.391555,-0.317641,0,0,0,0,0,0,0,0,0
142,16,9661.74,-1882.72,-136.49,0.996189,0.798118,-0.525275,2.01653e-05,-2.07653e-05,-1.55483e-05,0,0,0,0,0,0,9149.5,-1070.21,3572.94,-0.490605,0.409285,-0.315026,0,0,0,0,0,0,0,0,0
142,17,9650.13,-1889.24,-126.604,1.01568,0.866958,-0.413581,2.01566e-05,-2.07566e-05,-1.54362e-05,0,0,0,0,0,0,9127.62,-1096.33,3558.85,-0.514236,0.387242,-0.241517,0,0,0,0,0,0,0,0,0
142,18,9627.38,-1890.63,-125.666,0.972079,0.9066,-0.359649,2.0148e-05,-2.0748e-05,-1.53241e-05,0,0,0,0,0,0,9118.14,-1103.34,3541.94,-0.540489,0.339333,-0.21465,0,0,0,0,0,0,0,0,0
142,19,9599.08,-1889.45,-129.203,0.896935,0.931642,-0.334598,2.01394e-05,-2.07394e-05,-1.52121e-05,0,0,0,0,0,0,9114.87,-1100.79,3523.61,-0.568053,0.278492,-0.211106,0,0,0,0,0,0,0,0,0
143,0,9566.7,-1903.38,-152.218,0.871433,0.943831,-0.405036,2.01308e-05,-2.07308e-05,-1.51e-05,0,0,0,0,0,0,9128,-1097.99,3529.53,-0.677642,0.24606,-0.213277,0,0,0,0,0,0,0,0,0
143,1,9536.76,-1919.84,-176.493,0.846942,0.947053,-0.480999,2.01222e-05,-2.07222e-05,-1.4988e-05,0,0,0,0,0,0,9142.7,-1095.73,3535.23,-0.792364,0.217845,-0.219198,0,0,0,0,0,0,0,0,0
143,2,9530.46,-1941.52,-191.374,0.780896,0.891389,-0.505683,2.01135e-05,-2.07135e-05,-1.48759e-05,0,0,0,0,0,0,9153.53,-1098.05,3514.92,-0.866126,0.194949,-0.249396,0,0,0,0,0,0,0,0,0
143,3,9534.88,-1956.89,-199.009,0.736121,0.837026,-0.515829,2.00964e-05,-2.07007e-05,-1.47978e-05,0,0,0,0,0,0,9158.85,-1096.8,3501.92,-0.876702,0.202787,-0.293152,0,0,0,0,0,0,0,0,0
143,4,9560.73,-1959.64,-192.151,0.733886,0.785265,-0.4969,2.00624e-05,-2.06793e-05,-1.47875e-05,0,0,0,0,0,0,9153.17,-1088.4,3503.53,-0.760909,0.272093,-0.364028,0,0,0,0,0,0,0,0,0
143,5,9592.76,-1963.18,-192.363,0.760828,0.743808,-0.517451,2.00137e-05,-2.06507e-05,-1.48356e-05,0,0,0,0,0,0,9157.99,-1093.45,3510.53,-0.65904,0.341399,-0.386661,0,0,0,0,0,0,0,0,0
143,6,9629.73,-1967.34,-198.229,0.811113,0.710594,-0.569587,1.99534e-05,-2.06162e-05,-1.49304e-05,0,0,0,0,0,0,9171.23,-1109.26,3521.83,-0.568309,0.410705,-0.370701,0,0,0,0,0,0,0,0,0
143,7,9639.75,-1962.25,-207.653,0.78044,0.774208,-0.535576,1.9893e-05,-2.05817e-05,-1.50253e-05,0,0,0,0,0,0,9180.63,-1126.62,3539.01,-0.561917,0.506767,-0.366761,0,0,0,0,0,0,0,0,0
143,8,9642.08,-1954.52,-218.092,0.726636,0.865489,-0.476952,1.98327e-05,-2.05472e-05,-1.51201e-05,0,0,0,0,0,0,9188.92,-1144.43,3557.87,-0.579622,0.610473,-0.366257,0,0,0,0,0,0,0,0,0
143,9,9629.24,-1933.73,-205.557,0.656504,0.927831,-0.51201,1.97723e-05,-2.05128e-05,-1.52149e-05,0,0,0,0,0,0,9162.92,-1114.17,3553.23,-0.597557,0.626379,-0.435563,0,0,0,0,0,0,0,0,0
143,10,9619.09,-1919.37,-192.773,0.613335,0.998789,-0.546783,1.9712e-05,-2.04783e-05,-1.53097e-05,0,0,0,0,0,0,9144.21,-1087.3,3545.31,-0.611034,0.631522,-0.47312,0,0,0,0,0,0,0,0,0
143,11,9618.35,-1927.51,-179.116,0.664538,1.0999,-0.580555,1.96517e-05,-2.04438e-05,-1.54045e-05,0,0,0,0,0,0,9151.07,-1072.32,3525.87,-0.608905,0.598998,-0.399555,0,0,0,0,0,0,0,0,0
143,12,9621.35,-1938.9,-180.781,0.718053,1.11287,-0.605419,1.95913e-05,-2.04093e-05,-1.54994e-05,0,0,0,0,0,0,9156.27,-1072.28,3514.84,-0.609254,0.604414,-0.33903,0,0,0,0,0,0,0,0,0
143,13,9629.04,-1954.36,-201.601,0.774458,1.01566,-0.619146,1.9531e-05,-2.03748e-05,-1.55942e-05,0,0,0,0,0,0,9159.42,-1090.91,3514.3,-0.6127,0.657255,-0.294805,0,0,0,0,0,0,0,0,0
143,14,9640.08,-1940.47,-203.562,0.735375,0.912007,-0.554706,1.94706e-05,-2.03404e-05,-1.5689e-05,0,0,0,0,0,0,9154.58,-1115.99,3523.33,-0.660053,0.585279,-0.312334,0,0,0,0,0,0,0,0,0
143,15,9652.79,-1911.91,-196.094,0.648547,0.805135,-0.451182,1.94103e-05,-2.03059e-05,-1.57838e-05,0,0,0,0,0,0,9145.76,-1144.31,3537.16,-0.729358,0.450896,-0.360741,0,0,0,0,0,0,0,0,0
143,16,9644.5,-1910.12,-175.994,0.673859,0.79326,-0.452209,1.935e-05,-2.02714e-05,-1.58786e-05,0,0,0,0,0,0,9140.67,-1154.58,3535.94,-0.681397,0.460284,-0.349368,0,0,0,0,0,0,0,0,0
143,17,9634.29,-1911.23,-155.801,0.703789,0.780376,-0.470016,1.92896e-05,-2.02369e-05,-1.59734e-05,0,0,0,0,0,0,9136.51,-1159.28,3531.43,-0.62779,0.493689,-0.330895,0,0,0,0,0,0,0,0,0
143,18,9629.54,-1908.74,-147.502,0.658522,0.664419,-0.517514,1.92293e-05,-2.02024e-05,-1.60683e-05,0,0,0,0,0,0,9136.11,-1137.53,3515.64,-0.646283,0.575457,-0.315418,0,0,0,0,0,0,0,0,0
143,19,9624.45,-1918.19,-152.03,0.645412,0.60845,-0.541202,1.91689e-05,-2.0168e-05,-1.61631e-05,0,0,0,0,0,0,9139.13,-1114.76,3504.09,-0.690359,0.582313,-0.279093,0,0,0,0,0,0,0,0,0
144,0,9618.69,-1951.51,-182.211,0.696617,0.672456,-0.517269,1.91086e-05,-2.01335e-05,-1.62579e-05,0,0,0,0,0,0,9148.98,-1089.94,3501.03,-0.785604,0.439344,-0.201074,0,0,0,0,0,0,0,0,0
144,1,9603.55,-1960.78,-206.553,0.742464,0.812017,-0.500859,1.90887e-05,-2.01394e-05,-1.62988e-05,0,0,0,0,0,0,9161.79,-1088.88,3500.97,-0.781073,0.400753,-0.177543,0,0,0,0,0,0,0,0,0
144,2,9580.93,-1950.79,-226.223,0.784024,1.01202,-0.490469,1.91012e-05,-2.01778e-05,-1.62966e-05,0,0,0,0,0,0,9176.96,-1106.82,3503.31,-0.696721,0.445664,-0.197605,0,0,0,0,0,0,0,0,0
144,3,9582.42,-1944.98,-204.436,0.714182,1.04218,-0.48816,1.91374e-05,-2.02399e-05,-1.62626e-05,0,0,0,0,0,0,9152.6,-1110.38,3516.33,-0.558897,0.523263,-0.29419,0,0,0,0,0,0,0,0,0
144,4,9590.81,-1940.36,-170.804,0.61251,1.02382,-0.48816,1.91805e-05,-2.03089e-05,-1.62195e-05,0,0,0,0,0,0,9116.95,-1109.84,3532.4,-0.405796,0.6102,-0.412638,0,0,0,0,0,0,0,0,0
144,5,9575.87,-1944.51,-162.33,0.707688,0.91862,-0.566641,1.92236e-05,-2.03778e-05,-1.61764e-05,0,0,0,0,0,0,9108.84,-1103.93,3549.33,-0.410632,0.548722,-0.373149,0,0,0,0,0,0,0,0,0
144,6,9570.34,-1942.72,-161.185,0.784807,0.861248,-0.633123,1.92667e-05,-2.04468e-05,-1.61333e-05,0,0,0,0,0,0,9109.06,-1104.05,3557.9,-0.442123,0.496312,-0.334767,0,0,0,0,0,0,0,0,0
144,7,9597.71,-1920.14,-185.688,0.798723,0.971269,-0.657614,1.93098e-05,-2.05157e-05,-1.60902e-05,0,0,0,0,0,0,9138.42,-1125.27,3537.18,-0.566904,0.475641,-0.300265,0,0,0,0,0,0,0,0,0
144,8,9630.55,-1907.64,-193.471,0.778582,0.975165,-0.658934,1.93529e-05,-2.05847e-05,-1.60471e-05,0,0,0,0,0,0,9144.47,-1133.91,3510.02,-0.641429,0.432556,-0.296498,0,0,0,0,0,0,0,0,0
144,9,9670.24,-1907.74,-180.353,0.715872,0.846405,-0.631289,1.9396e-05,-2.06537e-05,-1.6004e-05,0,0,0,0,0,0,9121.42,-1126.85,3474.81,-0.653134,0.361453,-0.331151,0,0,0,0,0,0,0,0,0
144,10,9639.36,-1908.83,-163.925,0.780685,0.757843,-0.541923,1.94391e-05,-2.07226e-05,-1.59609e-05,0,0,0,0,0,0,9113,-1114.24,3470.1,-0.610832,0.359906,-0.308523,0,0,0,0,0,0,0,0,0
144,11,9573.18,-1910.4,-145.842,0.909261,0.689381,-0.421697,1.94822e-05,-2.07916e-05,-1.59178e-05,0,0,0,0,0,0,9111.9,-1098.84,3480.65,-0.541526,0.393137,-0.257255,0,0,0,0,0,0,0,0,0
144,12,9592.8,-1880.1,-159.635,0.846364,0.728282,-0.594369,1.95253e-05,-2.08605e-05,-1.58747e-05,0,0,0,0,0,0,9126.19,-1103.57,3505.64,-0.47222,0.481267,-0.236695,0,0,0,0,0,0,0,0,0
144,13,9618.08,-1851.02,-177.928,0.746957,0.765987,-0.778379,1.95684e-05,-2.09295e-05,-1.58316e-05,0,0,0,0,0,0,9137.66,-1108.35,3528.2,-0.412754,0.558647,-0.210924,0,0,0,0,0,0,0,0,0
144,14,9602.79,-1863.66,-200.35,0.546951,0.686763,-0.760194,1.96115e-05,-2.09985e-05,-1.57885e-05,0,0,0,0,0,0,9111.07,-1093.39,3516.95,-0.432003,0.49512,-0.112744,0,0,0,0,0,0,0,0,0
144,15,9589.03,-1887.43,-215.428,0.445526,0.649903,-0.714489,1.96546e-05,-2.10674e-05,-1.57454e-05,0,0,0,0,0,0,9097.33,-1080.77,3515.34,-0.452959,0.444011,-0.0719184,0,0,0,0,0,0,0,0,0
144,16,9578.33,-1933.47,-215.821,0.541265,0.697773,-0.613744,1.96977e-05,-2.11364e-05,-1.57023e-05,0,0,0,0,0,0,9109.29,-1072.83,3533.03,-0.477329,0.41774,-0.145802,0,0,0,0,0,0,0,0,0
144,17,9590.86,-1952.74,-200.797,0.6269,0.74059,-0.615044,1.97408e-05,-2.12053e-05,-1.56592e-05,0,0,0,0,0,0,9120.88,-1077.29,3540.22,-0.500825,0.361989,-0.256154,0,0,0,0,0,0,0,0,0
144,18,9621.97,-1950.6,-173.44,0.704453,0.779367,-0.69798,1.97839e-05,-2.12743e-05,-1.56161e-05,0,0,0,0,0,0,9132.19,-1091.67,3539.01,-0.523622,0.282656,-0.39568,0,0,0,0,0,0,0,0,0
144,19,9642.99,-1928.03,-167.327,0.776234,0.765327,-0.698371,1.9827e-05,-2.12451e-05,-1.56221e-05,0,0,0,0,0,0,9114.94,-1111.08,3523.94,-0.537654,0.247153,-0.489555,0,0,0,0,0,0,0,0,0
145,0,9661.13,-1899.62,-167.284,0.846366,0.736197,-0.675177,1.98701e-05,-2.11878e-05,-1.56421e-05,0,0,0,0,0,0,9089.54,-1131.93,3504.91,-0.54918,0.224174,-0.570388,0,0,0,0,0,0,0,0,0
145,1,9610.64,-1951.82,-149.419,0.817977,0.799651,-0.607271,1.99132e-05,-2.11188e-05,-1.56679e-05,0,0,0,0,0,0,9091,-1131.6,3488.59,-0.643003,0.329194,-0.475503,0,0,0,0,0,0,0,0,0
145,2,9574.95,-1984.76,-136.514,0.840344,0.872052,-0.553796,1.99563e-05,-2.10499e-05,-1.56938e-05,0,0,0,0,0,0,9094.3,-1130.58,3477.67,-0.730922,0.425822,-0.405486,0,0,0,0,0,0,0,0,0
145,3,9591.07,-1950.31,-140.97,1.04035,0.975767,-0.550829,1.99994e-05,-2.09809e-05,-1.57197e-05,0,0,0,0,0,0,9104,-1127.17,3485.62,-0.798179,0.493079,-0.422501,0,0,0,0,0,0,0,0,0
145,4,9606.19,-1930.81,-154.271,1.06192,0.973355,-0.503416,2.00425e-05,-2.09119e-05,-1.57455e-05,0,0,0,0,0,0,9105.92,-1120.23,3506.06,-0.786641,0.556563,-0.413853,0,0,0,0,0,0,0,0,0
145,5,9620.07,-1930,-178.629,0.860426,0.838285,-0.400448,2.00856e-05,-2.0843e-05,-1.57714e-05,0,0,0,0,0,0,9098.11,-1108.87,3542.13,-0.676609,0.61533,-0.373126,0,0,0,0,0,0,0,0,0
145,6,9619.34,-1914.26,-188.31,0.819115,0.816639,-0.456663,2.01287e-05,-2.0774e-05,-1.57972e-05,0,0,0,0,0,0,9115.86,-1094.21,3552.46,-0.589604,0.534463,-0.404314,0,0,0,0,0,0,0,0,0
145,7,9611.32,-1891.07,-190.654,0.857896,0.851705,-0.592469,2.01718e-05,-2.07051e-05,-1.58231e-05,0,0,0,0,0,0,9146.38,-1077.9,3549.94,-0.514113,0.383778,-0.471459,0,0,0,0,0,0,0,0,0
145,8,9610.6,-1929.62,-177.274,1.03338,0.88545,-0.546539,2.02149e-05,-2.06361e-05,-1.5849e-05,0,0,0,0,0,0,9141.44,-1092.68,3530.32,-0.607043,0.415658,-0.403949,0,0,0,0,0,0,0,0,0
145,9,9605.02,-1967.65,-164.644,1.18217,0.916042,-0.483108,2.0258e-05,-2.05671e-05,-1.58748e-05,0,0,0,0,0,0,9131.23,-1111.38,3510.75,-0.722035,0.441697,-0.337618,0,0,0,0,0,0,0,0,0
145,10,9553.35,-1939.79,-173.728,0.980685,0.922725,-0.461407,2.03011e-05,-2.04982e-05,-1.59007e-05,0,0,0,0,0,0,9114.36,-1130.22,3508.7,-0.845096,0.238433,-0.415372,0,0,0,0,0,0,0,0,0
145,11,9530.12,-1911.83,-173.83,0.825953,0.954326,-0.491524,2.03442e-05,-2.04292e-05,-1.59265e-05,0,0,0,0,0,0,9118.78,-1138.67,3513.13,-0.893974,0.140001,-0.465624,0,0,0,0,0,0,0,0,0
145,12,9563.75,-1883.71,-155.966,0.76473,1.03577,-0.62528,2.03873e-05,-2.03603e-05,-1.59524e-05,0,0,0,0,0,0,9165.77,-1126.32,3530.54,-0.794483,0.251231,-0.460871,0,0,0,0,0,0,0,0,0
145,13,9569.77,-1885.29,-149.734,0.763187,0.984869,-0.546515,2.04304e-05,-2.02913e-05,-1.59783e-05,0,0,0,0,0,0,9190.74,-1126.72,3544.75,-0.711252,0.325879,-0.434566,0,0,0,0,0,0,0,0,0
145,14,9553.72,-1910.64,-152.808,0.809388,0.828098,-0.297734,2.04735e-05,-2.02224e-05,-1.60041e-05,0,0,0,0,0,0,9198.08,-1137.31,3556.4,-0.641029,0.371259,-0.391021,0,0,0,0,0,0,0,0,0
145,15,9557.08,-1935.73,-182.194,0.911428,0.800189,-0.44634,2.05056e-05,-2.01636e-05,-1.60257e-05,0,0,0,0,0,0,9197.09,-1134.29,3560.56,-0.740515,0.252932,-0.3341,0,0,0,0,0,0,0,0,0
145,16,9565.99,-1960.76,-219.098,1.02942,0.809097,-0.708485,2.05344e-05,-2.01078e-05,-1.60461e-05,0,0,0,0,0,0,9193.73,-1127.38,3562.57,-0.888489,0.0878309,-0.273357,0,0,0,0,0,0,0,0,0
145,17,9563.75,-1950.16,-164.984,0.983963,0.858444,-0.634465,2.04655e-05,-2.01423e-05,-1.60289e-05,0,0,0,0,0,0,9187.51,-1156.67,3566.72,-0.726543,0.0912637,-0.336145,0,0,0,0,0,0,0,0,0
145,18,9565.36,-1941.43,-129.001,0.927869,0.886518,-0.591033,2.03965e-05,-2.01767e-05,-1.60116e-05,0,0,0,0,0,0,9172.93,-1175.13,3569.29,-0.562756,0.103391,-0.396194,0,0,0,0,0,0,0,0,0
145,19,9580.47,-1939.23,-156.474,0.834548,0.84014,-0.654662,2.03276e-05,-2.02112e-05,-1.59944e-05,0,0,0,0,0,0,9129.09,-1155.67,3566.33,-0.392525,0.145949,-0.446657,0,0,0,0,0,0,0,0,0
146,0,9588.58,-1944.88,-172.026,0.767118,0.839606,-0.642518,2.02586e-05,-2.02457e-05,-1.59771e-05,0,0,0,0,0,0,9105.12,-1131.72,3557.55,-0.368724,0.184993,-0.526196,0,0,0,0,0,0,0,0,0
146,1,9587.92,-1960.34,-172.679,0.732052,0.896376,-0.535657,2.01896e-05,-2.02802e-05,-1.59599e-05,0,0,0,0,0,0,9105.98,-1102.15,3541.48,-0.527963,0.219646,-0.642081,0,0,0,0,0,0,0,0,0
146,2,9574.44,-1948.64,-154.07,0.726677,0.885609,-0.533311,2.01207e-05,-2.03147e-05,-1.59427e-05,0,0,0,0,0,0,9108.54,-1107.14,3522.01,-0.63313,0.290841,-0.608679,0,0,0,0,0,0,0,0,0
146,3,9554.56,-1923.35,-125.83,0.736149,0.841071,-0.583223,2.00517e-05,-2.03491e-05,-1.59254e-05,0,0,0,0,0,0,9111.95,-1129.41,3500.82,-0.711262,0.380308,-0.500632,0,0,0,0,0,0,0,0,0
146,4,9590.11,-1923.09,-167.493,0.827729,0.736198,-0.660504,1.99828e-05,-2.03836e-05,-1.59082e-05,0,0,0,0,0,0,9114.27,-1149.76,3515.89,-0.701437,0.38404,-0.556499,0,0,0,0,0,0,0,0,0
146,5,9628.46,-1924.22,-210.541,0.912569,0.649754,-0.727292,1.99138e-05,-2.04181e-05,-1.58909e-05,0,0,0,0,0,0,9115.77,-1164.07,3531.98,-0.669727,0.386455,-0.611709,0,0,0,0,0,0,0,0,0
146,6,9633.75,-1911.47,-194.774,0.861378,0.771077,-0.682755,1.98448e-05,-2.04526e-05,-1.58737e-05,0,0,0,0,0,0,9111.88,-1131.94,3520.05,-0.550879,0.464062,-0.497735,0,0,0,0,0,0,0,0,0
146,7,9629.13,-1911.75,-180.156,0.874867,0.808421,-0.610703,1.97759e-05,-2.04871e-05,-1.58565e-05,0,0,0,0,0,0,9105.99,-1099.73,3507.07,-0.453837,0.522059,-0.430252,0,0,0,0,0,0,0,0,0
146,8,9604.72,-1938.08,-167.838,1.01772,0.677807,-0.483621,1.97069e-05,-2.05215e-05,-1.58392e-05,0,0,0,0,0,0,9096.1,-1067.36,3492,-0.400408,0.540835,-0.455746,0,0,0,0,0,0,0,0,0
146,9,9595.11,-1943.1,-159.138,1.02709,0.601725,-0.432913,1.9638e-05,-2.0556e-05,-1.5822e-05,0,0,0,0,0,0,9080.65,-1071.42,3495.28,-0.405282,0.469393,-0.393878,0,0,0,0,0,0,0,0,0
146,10,9597.35,-1931.08,-153.333,0.929669,0.569269,-0.443305,1.9569e-05,-2.05905e-05,-1.58047e-05,0,0,0,0,0,0,9060.75,-1104.62,3513.24,-0.4568,0.325775,-0.26212,0,0,0,0,0,0,0,0,0
146,11,9607.16,-1933.4,-173.68,0.803704,0.671151,-0.438249,1.95e-05,-2.0625e-05,-1.57875e-05,0,0,0,0,0,0,9071.33,-1137.31,3539.81,-0.567346,0.339871,-0.346641,0,0,0,0,0,0,0,0,0
146,12,9619.13,-1939.82,-201.499,0.669581,0.811415,-0.428779,1.94311e-05,-2.06595e-05,-1.57703e-05,0,0,0,0,0,0,9090.61,-1169.86,3568.85,-0.694757,0.399028,-0.492955,0,0,0,0,0,0,0,0,0
146,13,9647.23,-1914.25,-188.849,0.715398,0.844793,-0.347334,1.93738e-05,-2.06706e-05,-1.57414e-05,0,0,0,0,0,0,9124.72,-1185.94,3587.23,-0.686459,0.267931,-0.465818,0,0,0,0,0,0,0,0,0
146,14,9662.5,-1892.14,-179.035,0.738253,0.845813,-0.293019,1.93216e-05,-2.06716e-05,-1.57074e-05,0,0,0,0,0,0,9150.3,-1186.96,3595.83,-0.68551,0.206694,-0.42931,0,0,0,0,0,0,0,0,0
146,15,9632.9,-1882.13,-179.15,0.680739,0.733575,-0.333663,1.92871e-05,-2.06371e-05,-1.56556e-05,0,0,0,0,0,0,9146.02,-1135.27,3570.18,-0.710279,0.389963,-0.360004,0,0,0,0,0,0,0,0,0
146,16,9601.02,-1872.89,-173.449,0.662893,0.67122,-0.410415,1.92526e-05,-2.06026e-05,-1.56039e-05,0,0,0,0,0,0,9137.75,-1106,3549.81,-0.699387,0.479427,-0.277346,0,0,0,0,0,0,0,0,0
146,17,9566.3,-1864.64,-160.477,0.694629,0.67122,-0.532303,1.92181e-05,-2.05681e-05,-1.55522e-05,0,0,0,0,0,0,9124.52,-1104.75,3536.03,-0.643919,0.451634,-0.178,0,0,0,0,0,0,0,0,0
146,18,9566.89,-1871.14,-158.008,0.770512,0.737033,-0.586908,1.91837e-05,-2.05337e-05,-1.55005e-05,0,0,0,0,0,0,9107.87,-1106.59,3533.72,-0.680458,0.396166,-0.095825,0,0,0,0,0,0,0,0,0
146,19,9585.14,-1885.02,-160.79,0.868468,0.835752,-0.607871,1.91492e-05,-2.04992e-05,-1.54488e-05,0,0,0,0,0,0,9089.5,-1109.98,3537.15,-0.763,0.32686,-0.0222357,0,0,0,0,0,0,0,0,0
147,0,9605.21,-1897.08,-164.67,0.870935,0.919758,-0.662982,1.91147e-05,-2.04647e-05,-1.53971e-05,0,0,0,0,0,0,9102.66,-1153.46,3535.94,-0.673564,0.257554,-0.198045,0,0,0,0,0,0,0,0,0
147,1,9621.4,-1907.56,-167.629,0.858189,0.982407,-0.708834,1.90802e-05,-2.04302e-05,-1.53453e-05,0,0,0,0,0,0,9118.39,-1194.49,3536.48,-0.576794,0.191695,-0.374507,0,0,0,0,0,0,0,0,0
147,2,9604.58,-1907.26,-162.126,0.819232,0.888904,-0.646465,1.90457e-05,-2.03957e-05,-1.52936e-05,0,0,0,0,0,0,9123.1,-1175.83,3555.67,-0.593322,0.153418,-0.306797,0,0,0,0,0,0,0,0,0
147,3,9589.32,-1912.76,-166.446,0.787817,0.814881,-0.581334,1.90113e-05,-2.03613e-05,-1.52419e-05,0,0,0,0,0,0,9124.68,-1158.43,3560.14,-0.615892,0.16861,-0.237456,0,0,0,0,0,0,0,0,0
147,4,9577.18,-1929.88,-190.415,0.771488,0.779815,-0.510681,1.89768e-05,-2.03268e-05,-1.51902e-05,0,0,0,0,0,0,9120.02,-1143.54,3535.14,-0.650545,0.290744,-0.164855,0,0,0,0,0,0,0,0,0
147,5,9577.08,-1941.01,-203.402,0.706812,0.735265,-0.55823,1.89423e-05,-2.02923e-05,-1.51385e-05,0,0,0,0,0,0,9123.21,-1126.6,3528.13,-0.632387,0.281203,-0.111688,0,0,0,0,0,0,0,0,0
147,6,9586.6,-1947.35,-207.602,0.60346,0.683127,-0.700339,1.89078e-05,-2.02578e-05,-1.50867e-05,0,0,0,0,0,0,9132.7,-1108.03,3535.52,-0.57198,0.166322,-0.0740682,0,0,0,0,0,0,0,0,0
147,7,9589.63,-1951.67,-186.354,0.541111,0.616994,-0.68948,1.88733e-05,-2.02233e-05,-1.5035e-05,0,0,0,0,0,0,9131.54,-1098.87,3561.25,-0.479751,0.257095,-0.138361,0,0,0,0,0,0,0,0,0
147,8,9590.81,-1955.43,-157.835,0.490478,0.546862,-0.634915,1.88389e-05,-2.01889e-05,-1.49833e-05,0,0,0,0,0,0,9127.34,-1092.4,3592.23,-0.378429,0.406625,-0.231771,0,0,0,0,0,0,0,0,0
147,9,9614.75,-1943.44,-163.981,0.56061,0.680846,-0.626589,1.88044e-05,-2.01544e-05,-1.49316e-05,0,0,0,0,0,0,9101.6,-1117.42,3533.48,-0.500885,0.482855,-0.33573,0,0,0,0,0,0,0,0,0
147,10,9625.41,-1933.58,-172.767,0.609299,0.799438,-0.621264,1.87762e-05,-2.01241e-05,-1.48946e-05,0,0,0,0,0,0,9076.1,-1134.38,3487.54,-0.605149,0.521241,-0.37434,0,0,0,0,0,0,0,0,0
147,11,9589.58,-1931.1,-190.791,0.58294,0.864155,-0.62644,1.87702e-05,-2.01086e-05,-1.49093e-05,0,0,0,0,0,0,9051.47,-1123.11,3486.37,-0.645738,0.427176,-0.184231,0,0,0,0,0,0,0,0,0
147,12,9567.58,-1913.65,-205.871,0.619517,0.873396,-0.582561,1.87745e-05,-2.01e-05,-1.49481e-05,0,0,0,0,0,0,9048.78,-1106.2,3500.75,-0.654352,0.402054,-0.103552,0,0,0,0,0,0,0,0,0
147,13,9562.88,-1877.48,-217.27,0.734764,0.813294,-0.477364,1.87918e-05,-2.01e-05,-1.50171e-05,0,0,0,0,0,0,9073.51,-1082.25,3534.55,-0.622998,0.463113,-0.159662,0,0,0,0,0,0,0,0,0
147,14,9563.01,-1871.07,-207.343,0.780082,0.807115,-0.386021,1.8809e-05,-2.01e-05,-1.5086e-05,0,0,0,0,0,0,9080.71,-1127.7,3546.71,-0.52278,0.485226,-0.246792,0,0,0,0,0,0,0,0,0
147,15,9565.54,-1879.54,-186.752,0.790435,0.827898,-0.301606,1.88262e-05,-2.01e-05,-1.5155e-05,0,0,0,0,0,0,9079.13,-1207.85,3548.06,-0.388129,0.487867,-0.34943,0,0,0,0,0,0,0,0,0
147,16,9561.78,-1927.34,-169.739,0.788802,0.82311,-0.306419,1.88435e-05,-2.01e-05,-1.5224e-05,0,0,0,0,0,0,9060.1,-1176.64,3529.42,-0.519252,0.398395,-0.453243,0,0,0,0,0,0,0,0,0
147,17,9558.82,-1973.3,-157.039,0.785337,0.814591,-0.328405,1.88607e-05,-2.01e-05,-1.52929e-05,0,0,0,0,0,0,9045.94,-1139.67,3512.67,-0.665705,0.33107,-0.542094,0,0,0,0,0,0,0,0,0
147,18,9568.6,-1965.17,-175.255,0.7792,0.801793,-0.398537,1.8878e-05,-2.01e-05,-1.53619e-05,0,0,0,0,0,0,9088.2,-1168.08,3530.92,-0.669014,0.533031,-0.510088,0,0,0,0,0,0,0,0,0
147,19,9577.85,-1957.42,-175.822,0.78241,0.77792,-0.468669,1.88952e-05,-2.01e-05,-1.54308e-05,0,0,0,0,0,0,9115.62,-1170.05,3538.67,-0.64834,0.679778,-0.511521,0,0,0,0,0,0,0,0,0
148,0,9586.02,-1950.45,-141.089,0.804315,0.731902,-0.538801,1.89124e-05,-2.01e-05,-1.54998e-05,0,0,0,0,0,0,9113.34,-1119.17,3525.38,-0.579699,0.716094,-0.579829,0,0,0,0,0,0,0,0,0
148,1,9591.62,-1940.01,-138.172,0.747451,0.738463,-0.569347,1.89297e-05,-2.01e-05,-1.55688e-05,0,0,0,0,0,0,9113.81,-1106.94,3519.73,-0.492525,0.598574,-0.552261,0,0,0,0,0,0,0,0,0
148,2,9595.17,-1926.79,-160.707,0.627571,0.787089,-0.568225,1.89469e-05,-2.01e-05,-1.56377e-05,0,0,0,0,0,0,9116.48,-1125.64,3520.19,-0.390525,0.357985,-0.447993,0,0,0,0,0,0,0,0,0
